steamId,last_30_avg,tags,genres,features
271590,92023.24,"['Open World', 'Action', 'Multiplayer', 'Crime', 'Automobile Sim', 'Third Person', 'First-Person', 'Mature', 'Shooter', 'Adventure', 'Singleplayer', 'Third-Person Shooter', 'Racing', 'Co-op', 'Sandbox', 'Atmospheric', 'Funny', 'Great Soundtrack', 'Comedy', 'Moddable']","['Action', 'Adventure']","['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']"
553850,31953.78,"['Online Co-Op', 'PvE', 'Third-Person Shooter', 'Multiplayer', 'Action', 'Shooter', 'Co-op', 'Sci-fi', 'Capitalism', 'Space', 'Extraction Shooter', 'Third Person', 'Comedy', 'Gore', 'Violent', 'Great Soundtrack', 'Difficult', 'Psychological Horror', 'Singleplayer', 'Open World']",['Action'],"['Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Family Sharing']"
1938090,57586.57,"['FPS', 'Multiplayer', 'Shooter', 'Singleplayer', 'Action', 'Military', 'First-Person', 'War', 'Modern', 'Tactical', 'Violent', 'Co-op', 'Realistic', 'Story Rich', 'Atmospheric', 'Mature', 'Online Co-Op', 'Gore', 'Third-Person Shooter', 'Third Person']",['Action'],"['Single-player', 'Online PvP', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Captions available', 'In-App Purchases']"
1599340,17575.61,"['MMORPG', 'Free to Play', 'Action RPG', 'Multiplayer', 'Hack and Slash', 'RPG', 'Character Customization', 'Massively Multiplayer', 'Sexual Content', 'Action', 'Adventure', 'Fantasy', 'PvE', 'PvP', 'Isometric', 'Class-Based', 'Online Co-Op', 'Singleplayer', 'Violent', 'Gore']","['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Free To Play']","['Single-player', 'MMO', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'In-App Purchases']"
1174180,21858.66,"['Open World', 'Story Rich', 'Western', 'Adventure', 'Multiplayer', 'Action', 'Realistic', 'Singleplayer', 'Shooter', 'Atmospheric', 'Horses', 'Beautiful', 'Mature', 'Third-Person Shooter', 'Great Soundtrack', 'Third Person', 'Gore', 'Sandbox', 'First-Person', 'FPS']","['Action', 'Adventure']","['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Remote Play on Phone', 'Remote Play on Tablet']"
440,53022.28,"['Free to Play', 'Hero Shooter', 'Multiplayer', 'FPS', 'Shooter', 'Action', 'Class-Based', 'Team-Based', 'Funny', 'First-Person', 'Online Co-Op', 'Competitive', 'Cartoony', 'Trading', 'Co-op', 'Comedy', 'Robots', 'Tactical', 'Cartoon', 'Crafting']","['Action', 'Free To Play']","['Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'In-App Purchases', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet']"
292030,12488.34,"['Open World', 'RPG', 'Story Rich', 'Atmospheric', 'Mature', 'Fantasy', 'Adventure', 'Singleplayer', 'Nudity', 'Choices Matter', 'Great Soundtrack', 'Third Person', 'Medieval', 'Action', 'Multiple Endings', 'Action RPG', 'Magic', 'Dark Fantasy', 'Dark', 'Sandbox']",['RPG'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']"
550,20131.38,"['Zombies', 'Co-op', 'FPS', 'Multiplayer', 'Shooter', 'Online Co-Op', 'Action', 'Survival', 'Horror', 'First-Person', 'Gore', 'Team-Based', 'Moddable', 'Survival Horror', 'Post-apocalyptic', 'Singleplayer', 'Adventure', 'Local Co-Op', 'Replay Value', 'Tactical']",['Action'],"['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing', 'Steam Timeline']"
990080,8911.72,"['Magic', 'Fantasy', 'Open World', 'Singleplayer', 'Adventure', 'RPG', 'Character Customization', 'Exploration', 'Story Rich', 'Third Person', 'Action-Adventure', 'Atmospheric', 'Action RPG', 'Action', 'Combat', 'Choices Matter', 'Puzzle', 'Great Soundtrack', 'Dark', 'Family Friendly']","['Action', 'Adventure', 'RPG']","['Single-player', 'Steam Achievements', 'In-App Purchases', 'Steam Cloud', 'HDR available', 'Family Sharing']"
359550,48257.79,"['FPS', 'PvP', 'eSports', 'Multiplayer', 'Shooter', 'Tactical', 'Competitive', 'Online Co-Op', 'Action', 'Hero Shooter', 'Team-Based', 'Military', 'Strategy', 'First-Person', 'War', 'Co-op', 'Realistic', 'Destruction', 'Difficult', '3D']",['Action'],"['Single-player', 'Online PvP', 'Online Co-op', 'Steam Trading Cards', 'In-App Purchases', 'Remote Play on Phone', 'Remote Play on Tablet']"
1172620,7209.71,"['Multiplayer', 'Open World', 'Adventure', 'Pirates', 'Co-op', 'Online Co-Op', 'Action', 'PvP', 'Sailing', 'First-Person', 'Exploration', 'Naval', 'PvE', 'Funny', 'Massively Multiplayer', 'FPS', 'Atmospheric', 'Great Soundtrack', 'Swordplay', 'Singleplayer']","['Action', 'Adventure']","['Online PvP', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']"
582010,37489.81,"['Co-op', 'Multiplayer', 'Action', 'Open World', 'RPG', 'Character Customization', 'Third Person', 'Adventure', 'Fantasy', 'Difficult', 'Action RPG', 'Singleplayer', 'Exploration', 'Great Soundtrack', 'Replay Value', 'Atmospheric', 'Hack and Slash', 'JRPG', 'MMORPG', 'Souls-like']",['Action'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play on Tablet', 'HDR available', 'Family Sharing']"
289070,42420.31,"['Strategy', 'Turn-Based Strategy', 'Multiplayer', 'Historical', 'Grand Strategy', 'Singleplayer', 'Turn-Based', '4X', 'War', 'Simulation', 'City Builder', 'Tactical', 'Management', 'Building', 'Great Soundtrack', 'Moddable', 'Online Co-Op', 'Co-op', 'Hex Grid', 'Atmospheric']",['Strategy'],"['Single-player', 'Online PvP', 'LAN PvP', 'Shared/Split Screen PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Steam Turn Notifications', 'Remote Play on Tablet', 'Remote Play Together', 'Family Sharing']"
1551360,10040.17,"['Racing', 'Open World', 'Driving', 'Multiplayer', 'Automobile Sim', 'Realistic', 'Simulation', 'Adventure', 'Arcade', 'Exploration', 'First-Person', 'Sports', 'Co-op', 'Atmospheric', 'PvP', 'Online Co-Op', 'Singleplayer', 'Beautiful', 'Action', 'VR']","['Action', 'Adventure', 'Racing', 'Simulation', 'Sports']","['Single-player', 'Online PvP', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'HDR available', 'Family Sharing']"
377160,12869.91,"['Open World', 'Post-apocalyptic', 'Singleplayer', 'Exploration', 'RPG', 'Adventure', 'Atmospheric', 'Shooter', 'First-Person', 'Story Rich', 'Action', 'Sci-fi', 'FPS', 'Action RPG', 'Sandbox', 'Great Soundtrack', 'Third Person', 'Survival', 'Third-Person Shooter', 'Character Customization']",['RPG'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']"
489830,18992.34,"['Open World', 'RPG', 'Adventure', 'Singleplayer', 'Fantasy', 'Character Customization', 'Moddable', 'Dragons', 'Story Rich', 'Magic', 'First-Person', 'Action', 'Atmospheric', 'Great Soundtrack', 'Third Person', 'Stealth', 'Classic', 'Remake', 'Female Protagonist', 'Walking Simulator']",['RPG'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']"
976730,3603.23,"['Great Soundtrack', 'FPS', 'Classic', 'Multiplayer', 'Story Rich', 'Sci-fi', 'Co-op', 'First-Person', 'Epic', 'Shooter', 'Action', 'Singleplayer', 'Aliens', 'Lore-Rich', 'Beautiful', 'Space', 'Atmospheric', 'Adventure', 'Horror', 'Online Co-Op']",['Action'],"['Single-player', 'Online PvP', 'LAN PvP', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']"
1293830,11150.89,"['Racing', 'Open World', 'Driving', 'Multiplayer', 'Automobile Sim', 'Online Co-Op', 'Realistic', 'Singleplayer', 'Controller', 'Simulation', 'Adventure', 'PvP', 'Arcade', 'Exploration', 'Atmospheric', 'Sports', 'Action', 'Great Soundtrack', 'First-Person', 'Funny']",['Racing'],"['Single-player', 'Online PvP', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']"
435150,3899.66,"['Tactical RPG', 'RPG', 'Turn-Based Strategy', 'Story Rich', 'Fantasy', 'Character Customization', 'CRPG', 'Exploration', 'Party-Based RPG', 'Strategy RPG', 'PvP', 'Female Protagonist', 'Co-op Campaign', 'Local Co-Op', 'Choices Matter', 'Isometric', 'Romance', 'Strategy', 'Moddable', 'Funny']","['Adventure', 'RPG', 'Strategy']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Online Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']"
1063730,11647.75,"['Open World', 'Massively Multiplayer', 'MMORPG', 'RPG', 'Adventure', 'Action', 'PvP', 'PvE', 'Multiplayer', 'Fantasy', 'Character Customization', 'Walking Simulator', 'Crafting', 'Third Person', 'Co-op', 'Open World Survival Craft', 'Sandbox', 'Violent', 'Sexual Content', 'Singleplayer']","['Action', 'Adventure', 'Massively Multiplayer', 'RPG']","['MMO', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'In-App Purchases']"
1716740,9068.78,"['Space', 'Singleplayer', 'Open World', 'RPG', 'Sci-fi', 'Exploration', 'First-Person', 'Character Customization', 'Story Rich', 'Action-Adventure', 'Third Person', 'Adventure', 'Action RPG', 'Atmospheric', 'Moddable', 'Action', 'Space Sim', 'Cinematic', 'Realistic', 'Great Soundtrack']",['RPG'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']"
311210,5018.69,"['Multiplayer', 'Zombies', 'FPS', 'Shooter', 'Action', 'First-Person', 'Singleplayer', 'Co-op', 'Futuristic', 'Illuminati', 'Hero Shooter', 'Robots', 'Sci-fi', 'Gore', 'Great Soundtrack', 'Story Rich', 'Atmospheric', 'Parkour', 'Quick-Time Events', 'Simulation']","['Action', 'Adventure']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']"
4000,18150.57,"['Sandbox', 'Moddable', 'Multiplayer', 'Physics', 'Building', 'Casual', 'Funny', 'First-Person', 'Singleplayer', 'FPS', 'Simulation', 'Online Co-Op', 'Co-op', 'Shooter', 'Comedy', 'Action', 'Indie', 'PvP', 'Realistic', 'Exploration']","['Casual', 'Indie', 'Simulation']","['Single-player', 'Online PvP', 'LAN PvP', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Includes level editor', 'Includes Source SDK', 'Remote Play on Tablet', 'Family Sharing']"
374320,5364.08,"['Souls-like', 'Dark Fantasy', 'Difficult', 'RPG', 'Atmospheric', 'Lore-Rich', 'Third Person', 'Exploration', 'Story Rich', 'Action RPG', 'Co-op', 'Great Soundtrack', 'Adventure', 'Action', 'Multiplayer', 'PvP', 'Open World', 'Singleplayer', 'Character Customization', 'Replay Value']",['Action'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']"
2195250,17128.02,"['Football (Soccer)', 'Sports', 'Controller', 'Multiplayer', 'eSports', 'PvP', 'Competitive', 'PvE', 'Local Multiplayer', '3D', 'Simulation', 'Online Co-Op', 'Singleplayer', 'Realistic', 'Co-op', 'Local Co-Op', 'Action', 'Family Friendly', 'First-Person', 'Early Access']","['Simulation', 'Sports']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Online Co-op', 'Shared/Split Screen Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Remote Play Together', 'HDR available']"
552520,2085.24,"['Action-Adventure', 'Open World', 'Multiplayer', 'Co-op', 'FPS', 'Shooter', 'Exploration', 'Realistic', 'First-Person', 'Story Rich', 'America', 'Hunting', 'Action', '3D', 'Adventure', 'Stealth', 'Survival', 'Nature', 'Atmospheric', 'Psychedelic']","['Action', 'Adventure']","['Single-player', 'Online Co-op', 'Steam Trading Cards', 'Captions available', 'In-App Purchases', 'Includes level editor']"
1517290,7144.34,"['FPS', 'Shooter', 'Military', 'Multiplayer', 'War', 'Action', 'First-Person', 'Singleplayer', 'Combat', 'Team-Based', 'PvP', 'Futuristic', 'Vehicular Combat', 'Modern', 'Destruction', 'Physics', 'Cinematic', 'Adventure', 'Hero Shooter', 'Casual']","['Action', 'Adventure', 'Casual']","['Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'HDR available']"
1426210,5657.1,"['Co-op', 'Multiplayer', 'Split Screen', 'Local Co-Op', 'Puzzle', 'Online Co-Op', 'Adventure', 'Story Rich', 'Local Multiplayer', 'Co-op Campaign', 'Puzzle Platformer', '3D Platformer', 'Action-Adventure', 'Emotional', 'Platformer', 'Action', 'Exploration', 'Atmospheric', 'Minigames', 'Female Protagonist']","['Action', 'Adventure']","['Online Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play Together']"
782330,960.34,"['FPS', 'Action', 'Great Soundtrack', 'Gore', 'Fast-Paced', 'Violent', 'Demons', 'Shooter', 'First-Person', 'Singleplayer', 'Blood', 'Multiplayer', 'Sci-fi', 'Post-apocalyptic', 'Atmospheric', 'Mature', 'Story Rich', 'Difficult', 'Adventure', 'Horror']",['Action'],"['Single-player', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'HDR available', 'Family Sharing']"
620,2299.52,"['Platformer', 'Puzzle', 'First-Person', 'Dark Humor', 'Story Rich', 'Puzzle Platformer', 'Funny', 'Female Protagonist', '3D Platformer', 'Action-Adventure', 'Action', 'FPS', 'Co-op', 'Physics', 'Sci-fi', 'Level Editor', 'Science', 'Comedy', 'Atmospheric', 'Adventure']","['Action', 'Adventure']","['Single-player', 'Online Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']"
2054970,3037.2,"['Open World', 'RPG', 'Action RPG', 'Action', 'Fantasy', 'Singleplayer', 'Adventure', 'Dragons', 'Action-Adventure', 'Magic', 'Medieval', 'Swordplay', 'Character Customization', 'Physics', 'Third Person', 'Artificial Intelligence', 'Lore-Rich', 'Multiplayer', '3D', 'PvE']","['Action', 'RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'HDR available', 'Family Sharing']"
255710,8160.08,"['City Builder', 'Simulation', 'Building', 'Management', 'Strategy', 'Sandbox', 'Singleplayer', 'Moddable', 'Economy', 'Resource Management', 'Mod', 'Realistic', 'Replay Value', 'Casual', 'Modern', 'Real-Time with Pause', 'Family Friendly', 'Great Soundtrack', 'Funny', 'Action']","['Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play on Tablet', 'Family Sharing']"
2050650,4044.26,"['Horror', 'Action', 'Survival Horror', 'Third-Person Shooter', 'Singleplayer', 'Zombies', 'Story Rich', 'Survival', 'Cinematic', 'Dark', 'Realistic', 'Remake', 'Gore', 'Resource Management', 'Adventure', 'Third Person', 'Psychological Horror', '3D', 'Violent', 'Action-Adventure']","['Action', 'Adventure']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'HDR available', 'Family Sharing']"
1811260,2640.93,"['Football (Soccer)', 'Sports', 'Controller', 'eSports', 'PvP', 'Management', 'Simulation', 'Team-Based', 'Realistic', 'Third Person', 'Immersive Sim', 'Multiplayer', 'Local Multiplayer', 'Local Co-Op', 'Co-op', 'Singleplayer', 'Online Co-Op', 'PvE', 'Free to Play', 'LGBTQ+']","['Simulation', 'Sports']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Online Co-op', 'Shared/Split Screen Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases']"
304390,2907.97,"['Medieval', 'Swordplay', 'Action', 'Multiplayer', 'Fighting', 'PvP', 'Third Person', 'War', 'Gore', 'Co-op', 'Singleplayer', 'Online Co-Op', 'Hack and Slash', 'Realistic', 'Strategy', 'Atmospheric', 'RPG', 'Fantasy', 'MOBA', 'Story Rich']",['Action'],"['Single-player', 'Online PvP', 'Online Co-op', 'Steam Trading Cards', 'In-App Purchases']"
1222670,26742.42,"['Life Sim', 'Character Customization', 'Building', 'Free to Play', 'Multiplayer', 'Romance', 'Sandbox', 'Simulation', 'Singleplayer', 'Dating Sim', 'Relaxing', 'Casual', 'Realistic', 'Funny', 'Cute', 'Immersive Sim', 'Family Friendly', 'Fantasy', 'Adventure', 'Cartoony']","['Adventure', 'Casual', 'Simulation', 'Free To Play']","['Single-player', 'Steam Trading Cards', 'Remote Play on Tablet']"
1172380,700.21,"['Action-Adventure', 'Souls-like', 'Third Person', 'Open World', 'Story Rich', 'Swordplay', 'Exploration', 'Sci-fi', 'Action', 'Platformer', 'Space', 'RPG', 'Fighting', 'Adventure', 'Metroidvania', 'Puzzle', 'Fantasy', 'Atmospheric', 'Hack and Slash', 'Family Friendly']","['Action', 'Adventure']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Remote Play on Tablet', 'Remote Play on TV', 'HDR available']"
812140,3535.79,"['Open World', 'RPG', 'Singleplayer', 'Historical', 'Action', 'Assassin', 'Third Person', 'Adventure', 'Mythology', 'Stealth', 'Multiple Endings', 'Story Rich', 'Female Protagonist', 'Parkour', 'Choices Matter', 'Exploration', 'Action RPG', 'Action-Adventure', 'Multiplayer', 'Choose Your Own Adventure']","['Action', 'Adventure', 'RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'In-App Purchases', 'Remote Play on Phone', 'Remote Play on Tablet']"
291550,10573.54,"['Free to Play', 'Multiplayer', 'Fighting', '2D Fighter', '2D Platformer', 'Casual', 'Local Multiplayer', 'Co-op', 'Controller', 'Platformer', 'Action', 'Online Co-Op', 'Fantasy', 'Local Co-Op', 'Family Friendly', '4 Player Local', 'eSports', 'Cartoony', 'Singleplayer', 'Indie']","['Action', 'Indie', 'Free To Play']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Online Co-op', 'Shared/Split Screen Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']"
8930,15154.93,"['Turn-Based Strategy', 'Strategy', 'Turn-Based', 'Multiplayer', 'Historical', '4X', 'Addictive', 'Singleplayer', 'Hex Grid', 'Grand Strategy', 'Replay Value', 'Co-op', 'Economy', 'Tactical', 'Diplomacy', 'Moddable', 'Simulation', 'Classic', 'Great Soundtrack', 'Touch-Friendly']",['Strategy'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']"
394360,35489.75,"['Strategy', 'World War II', 'Grand Strategy', 'War', 'Historical', 'Military', 'Alternate History', 'Multiplayer', 'Simulation', 'Tactical', 'Real-Time with Pause', 'Singleplayer', 'RTS', 'Diplomacy', 'Sandbox', 'Co-op', 'Strategy RPG', 'Competitive', 'Open World', 'Action']","['Simulation', 'Strategy']","['Single-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']"
397540,6410.33,"['RPG', 'Looter Shooter', 'Multiplayer', 'FPS', 'Action', 'Loot', 'Online Co-Op', 'Open World', 'Co-op', 'Shooter', 'Singleplayer', 'Co-op Campaign', 'Gore', 'First-Person', 'Violent', 'Adventure', 'Nudity', 'Comedy', 'Great Soundtrack', 'Epic']","['Action', 'RPG']","['Single-player', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']"
1774580,1130.78,"['Action', 'Adventure', 'Singleplayer', 'Souls-like', 'Third Person', 'Sci-fi', 'Open World', 'Action-Adventure', 'Story Rich', 'Space', 'Swordplay', 'Parkour', 'Exploration', 'Combat', 'Character Customization', 'RPG', 'Atmospheric', 'Great Soundtrack', 'Difficult', 'Multiplayer']","['Action', 'Adventure']","['Single-player', 'Steam Achievements', 'Captions available', 'HDR available']"
240,8154.09,"['Shooter', 'FPS', 'Action', 'Multiplayer', 'Team-Based', 'First-Person', 'Competitive', 'Tactical', 'PvP', 'eSports', 'Military', 'War', 'Strategy', 'Moddable', 'Singleplayer', 'Difficult', 'Atmospheric', 'Survival', 'Simulation', 'Sandbox']",['Action'],"['Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK', 'Family Sharing']"
