steamId,Accounting,Action,Adventure,Animation & Modeling,Audio Production,Casual,Design & Illustration,Early Access,Education,Game Development,Indie,Massively Multiplayer,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production
1004330,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1004370,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1004490,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1004500,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1004510,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
1004550,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1004560,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1004610,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1004620,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1004650,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1004770,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1004860,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1005050,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1005060,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1005120,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1005130,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1005400,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1005410,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1005450,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1005460,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1005470,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1005530,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
1005890,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1005900,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1005930,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
1005990,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1006120,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1006140,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
1006220,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1006250,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1006270,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1006400,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1006440,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1006450,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006460,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1006600,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1006720,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1006760,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1006880,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1006930,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1007040,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007080,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1007240,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1007350,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
1007400,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1007430,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1007490,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1007560,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1007630,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1007650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1007730,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1007800,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1007810,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1007830,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1007840,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1007880,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1007940,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1007980,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1007990,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1008020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008230,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1008290,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1008320,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1008510,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1008520,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008610,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1008680,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1008700,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1008710,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1008800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1008820,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1008860,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1008870,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1008920,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1008950,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
1009150,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1009360,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1009450,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1009460,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1009700,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1009750,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1009780,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1010100,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1010150,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1010230,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1010240,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1010260,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1010270,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1010410,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1010450,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1010520,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1010600,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010660,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
1010670,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1010750,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010860,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1010870,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010970,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1011030,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1011070,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1011090,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1011190,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1011240,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1011290,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1011420,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1011470,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1011550,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1011610,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1011630,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1011670,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
1011700,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1011940,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1011970,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1011990,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012030,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1012110,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1012280,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1012330,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1012360,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1012390,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1012460,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1012490,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1012560,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1012570,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1012580,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0
1012610,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1012630,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1012790,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1012800,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1012830,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1012850,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1012860,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1012880,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1012900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012970,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1013040,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1013070,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1013180,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013280,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1013350,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1013410,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1013450,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1013540,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1013650,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1013700,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1013710,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1013750,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1013810,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1013820,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1013870,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1013910,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1013960,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1014010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014040,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1014050,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
1014140,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1014180,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1014270,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1014280,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1014360,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1014460,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1014570,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014580,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1014660,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1014710,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1014730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1014810,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1014900,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1015080,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1015090,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1015130,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1015140,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1015350,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1015430,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1015480,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
1015530,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1015540,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1015550,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1015580,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015610,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1015660,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015710,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1015720,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1015730,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1015750,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1015770,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1015790,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1015800,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1015920,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1015930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1015940,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1016000,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1016180,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016250,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1016360,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1016600,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1016630,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1016700,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1016720,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1016730,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1016770,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1016800,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
1016850,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1016860,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1016940,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1016960,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1017160,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1017180,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1017240,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1017270,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1017350,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1017410,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1017440,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1017490,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017520,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1017820,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1017940,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1018040,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
1018060,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1018090,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1018160,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
1018170,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
1018700,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018830,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1018850,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1018900,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1018960,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1019020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019040,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1019060,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1019070,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1019240,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1019270,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1019310,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1019580,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019920,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1019940,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
1020030,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1020050,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1020080,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1020210,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
